timestamp,mode,nodes,np,paired_nodes,exp,n_bodies,parts,gpu_lanes,rep_kind,rep_idx,time_us,run_ok,notes
2026-03-27T02:09:10Z,ms,5,5,4,18,524288,4,4,warmup,1,2290666.250000,1,
2026-03-27T02:09:48Z,ms,5,5,4,18,524288,4,4,timed,1,2269714.040000,1,
2026-03-27T02:10:25Z,ms,5,5,4,18,524288,4,4,timed,2,2264238.915000,1,
2026-03-27T02:11:02Z,ms,5,5,4,18,524288,16,4,warmup,1,2637285.779000,1,
2026-03-27T02:11:39Z,ms,5,5,4,18,524288,16,4,timed,1,2623982.844000,1,
2026-03-27T02:12:16Z,ms,5,5,4,18,524288,16,4,timed,2,2629783.859000,1,
2026-03-27T02:12:58Z,ms,5,5,4,19,1048576,4,4,warmup,1,7678444.031000,1,
2026-03-27T02:13:40Z,ms,5,5,4,19,1048576,4,4,timed,1,7696674.774000,1,
2026-03-27T02:14:22Z,ms,5,5,4,19,1048576,4,4,timed,2,7687345.629000,1,
2026-03-27T02:15:06Z,ms,5,5,4,19,1048576,16,4,warmup,1,9090438.477000,1,
2026-03-27T02:15:50Z,ms,5,5,4,19,1048576,16,4,timed,1,9108966.372000,1,
2026-03-27T02:16:34Z,ms,5,5,4,19,1048576,16,4,timed,2,9089726.231000,1,
2026-03-27T02:17:38Z,ms,5,5,4,20,2097152,4,4,warmup,1,29415434.359000,1,
2026-03-27T02:18:42Z,ms,5,5,4,20,2097152,4,4,timed,1,29546803.178000,1,
2026-03-27T02:19:47Z,ms,5,5,4,20,2097152,4,4,timed,2,29676245.402000,1,
2026-03-27T02:20:52Z,ms,5,5,4,20,2097152,16,4,warmup,1,29715538.831000,1,
2026-03-27T02:21:56Z,ms,5,5,4,20,2097152,16,4,timed,1,29703862.724000,1,
2026-03-27T02:23:01Z,ms,5,5,4,20,2097152,16,4,timed,2,29744206.820000,1,
